Date,Balance,Shares,Share Price,Value of Shares
2023-06-21,9130.81,11,184.9,2033.9
2023-06-22,8212.11,16,183.74,2939.84
2023-06-23,8583.21,14,185.55,2597.7
2023-06-26,8770.04,13,186.83,2428.79
2023-06-27,8955.93,12,185.89,2230.68
2023-06-28,9143.86,11,187.93,2067.23
2023-06-29,9332.94,10,189.08,1890.8
2023-06-30,9524.57,9,191.63,1724.67
2023-07-03,9718.35,8,193.78,1550.24
2023-07-05,9909.92,7,191.57,1340.99
2023-07-06,8960.72,12,189.84,2278.08
2023-07-07,8003.67,17,191.41,3253.97
2023-07-10,7246.63,21,189.26,3974.46
2023-07-11,6489.99,25,189.16,4729.0
2023-07-12,5920.95,28,189.68,5311.04
2023-07-13,6492.45,25,190.5,4762.5
2023-07-14,6872.91,23,190.23,4375.29
2023-07-17,7256.71,21,191.9,4029.9
2023-07-18,7643.41,19,193.35,3673.65
2023-07-19,8029.61,17,193.1,3282.7
2023-07-20,8419.79,15,195.09,2926.35
2023-07-21,8613.89,14,194.1,2717.4
2023-07-24,7840.25,18,193.41,3481.38
2023-07-25,7840.25,18,193.33,3479.94
2023-07-26,8227.59,16,193.67,3098.72
2023-07-27,8619.63,14,196.02,2744.28
2023-07-28,8814.3,13,194.67,2530.71
2023-07-31,9010.36,12,196.06,2352.72
2023-08-01,9206.6,11,196.24,2158.64
2023-08-02,8231.4,16,195.04,3120.64
2023-08-03,7465.12,20,191.57,3831.4
2023-08-04,6723.04,24,185.52,4452.48
2023-08-07,5994.52,28,182.13,5099.64
2023-08-08,5455.45,31,179.69,5570.39
2023-08-09,4912.84,34,180.87,6149.58
2023-08-10,4374.4,37,179.48,6640.76
2023-08-11,4019.76,39,177.32,6915.48
2023-08-14,3663.82,41,177.97,7296.77
2023-08-15,4379.34,37,178.88,6618.56
2023-08-16,4025.08,39,177.13,6908.07
2023-08-17,3670.8,41,177.14,7262.74
2023-08-18,3326.2,43,172.3,7408.9
2023-08-21,2976.06,45,175.07,7878.15
2023-08-22,3684.3,41,177.06,7259.46
2023-08-23,4398.38,37,178.52,6605.24
2023-08-24,5121.06,33,180.67,5962.11
2023-08-25,5653.2,30,177.38,5321.4
2023-08-28,6193.47,27,180.09,4862.43
2023-08-29,6732.57,24,179.7,4312.8
2023-08-30,7102.45,22,184.94,4068.68
2023-08-31,7478.13,20,187.84,3756.8
2023-09-01,7857.11,18,189.49,3410.82
2023-09-05,8233.67,16,188.28,3012.48
2023-09-06,8610.47,14,188.4,2637.6
2023-09-07,7734.57,19,175.18,3328.42
2023-09-08,7021.17,23,178.35,4102.05
2023-09-11,6300.89,27,180.07,4861.89
2023-09-12,5582.93,31,179.49,5564.19
2023-09-13,5053.4,34,176.51,6001.34
2023-09-14,4531.4,37,174.0,6438.0
2023-09-15,4001.96,40,176.48,7059.2
2023-09-18,4707.88,36,176.48,6353.28
2023-09-19,5417.96,32,177.52,5680.64
2023-09-20,5955.74,29,179.26,5198.54
2023-09-21,5432.09,32,174.55,5585.6
2023-09-22,4908.08,35,174.67,6113.45
2023-09-25,4385.48,38,174.2,6619.6
2023-09-26,3861.02,41,174.82,7167.62
2023-09-27,3515.78,43,172.62,7422.66
2023-09-28,3177.1,45,169.34,7620.3
2023-09-29,2833.06,47,172.02,8084.94
2023-10-02,2490.62,49,171.22,8389.78
2023-10-03,3351.92,44,172.26,7579.44
2023-10-04,3009.74,46,171.09,7870.14
2023-10-05,3878.69,41,173.79,7125.39
2023-10-06,4573.89,37,173.8,6430.6
2023-10-09,5281.13,33,176.81,5834.73
2023-10-10,5815.43,30,178.1,5343.0
2023-10-11,6350.03,27,178.2,4811.4
2023-10-12,6890.24,24,180.07,4321.68
2023-10-13,7253.08,22,181.42,3991.24
2023-10-16,6546.08,26,176.75,4595.5
2023-10-17,5839.48,30,176.65,5299.5
2023-10-18,5312.74,33,175.58,5794.14
2023-10-19,4784.62,36,176.04,6337.44
2023-10-20,4258.69,39,175.31,6837.09
2023-10-23,3916.87,41,170.91,7007.31
2023-10-24,3570.77,43,173.05,7441.15
2023-10-25,3227.01,45,171.88,7734.6
2023-10-26,2886.27,47,170.37,8007.39
2023-10-27,2552.45,49,166.91,8178.59
2023-10-30,2214.41,51,169.02,8620.02
2023-10-31,2045.06,52,169.35,8806.2
2023-11-01,2900.06,47,171.0,8037.0
2023-11-02,3777.66,42,175.52,7371.84
2023-11-03,4474.62,38,174.24,6621.12
2023-11-06,5180.14,34,176.38,5996.92
2023-11-07,5717.68,31,179.18,5554.58
2023-11-08,6264.73,28,182.35,5105.8
2023-11-09,6813.61,25,182.96,4574.0
2023-11-10,7181.55,23,183.97,4231.31
2023-11-13,7553.19,21,185.82,3902.22
2023-11-14,7928.59,19,187.7,3566.3
2023-11-15,8304.29,17,187.85,3193.45
2023-11-16,8683.43,15,189.57,2843.55
2023-11-17,8873.0,14,189.57,2653.98
