Date,Balance,Shares,Share Price,Value of Shares
2023-03-21,5937.33,19,274.88,5222.72
2023-03-22,6484.13,17,273.4,4647.8
2023-03-23,7040.01,15,277.94,4169.1
2023-03-24,7317.25,14,277.24,3881.36
2023-03-27,7597.75,13,280.5,3646.5
2023-03-28,7873.54,12,275.79,3309.48
2023-03-29,8152.5,11,278.96,3068.56
2023-03-30,8436.73,10,284.23,2842.3
2023-03-31,8720.46,9,283.73,2553.57
2023-04-03,9006.98,8,286.52,2292.16
2023-04-04,9294.21,7,287.23,2010.61
2023-04-05,9580.06,6,285.85,1715.1
2023-04-06,9863.27,5,283.21,1416.05
2023-04-10,9863.27,5,289.21,1446.05
2023-04-11,9863.27,5,285.75,1428.75
2023-04-12,9863.27,5,284.79,1423.95
2023-04-13,9863.27,5,283.59,1417.95
2023-04-14,9863.27,5,287.0,1435.0
2023-04-17,9863.27,5,289.93,1449.65
2023-04-18,9863.27,5,291.57,1457.85
2023-04-19,9863.27,5,285.99,1429.95
2023-04-20,9863.27,5,285.25,1426.25
2023-04-21,9863.27,5,285.01,1425.05
2023-04-24,9017.0,8,282.09,2256.72
2023-04-25,8178.47,11,279.51,3074.61
2023-04-26,8475.17,10,296.7,2967.0
2023-04-27,8771.14,9,295.97,2663.73
2023-04-28,9075.15,8,304.01,2432.08
2023-05-01,9382.12,7,306.97,2148.79
2023-05-02,9689.88,6,307.76,1846.56
2023-05-03,9996.5,5,306.62,1533.1
2023-05-04,9996.5,5,306.24,1531.2
2023-05-05,9996.5,5,305.72,1528.6
2023-05-08,9996.5,5,310.13,1550.65
2023-05-09,9996.5,5,308.0,1540.0
2023-05-10,9996.5,5,308.62,1543.1
2023-05-11,9996.5,5,310.1,1550.5
2023-05-12,9996.5,5,310.55,1552.75
2023-05-15,9996.5,5,309.1,1545.5
2023-05-16,9996.5,5,309.83,1549.15
2023-05-17,9996.5,5,312.29,1561.45
2023-05-18,9996.5,5,314.53,1572.65
2023-05-19,9996.5,5,316.74,1583.7
2023-05-22,9996.5,5,318.6,1593.0
2023-05-23,9996.5,5,320.03,1600.15
2023-05-24,9996.5,5,314.73,1573.65
2023-05-25,9996.5,5,323.24,1616.2
2023-05-26,9996.5,5,324.02,1620.1
2023-05-30,9996.5,5,335.23,1676.15
2023-05-31,9996.5,5,332.29,1661.45
2023-06-01,9996.5,5,325.93,1629.65
2023-06-02,9996.5,5,334.25,1671.25
2023-06-05,9996.5,5,335.22,1676.1
2023-06-06,9996.5,5,335.33,1676.65
2023-06-07,9996.5,5,331.65,1658.25
2023-06-08,9996.5,5,323.94,1619.7
2023-06-09,9996.5,5,324.99,1624.95
2023-06-12,9996.5,5,328.58,1642.9
2023-06-13,9996.5,5,334.47,1672.35
2023-06-14,9996.5,5,334.34,1671.7
2023-06-15,9996.5,5,337.48,1687.4
2023-06-16,9996.5,5,351.32,1756.6
2023-06-20,9996.5,5,339.31,1696.55
2023-06-21,9996.5,5,336.37,1681.85
2023-06-22,9996.5,5,334.12,1670.6
2023-06-23,9996.5,5,334.36,1671.8
2023-06-26,9996.5,5,333.72,1668.6
2023-06-27,9000.92,8,331.86,2654.88
2023-06-28,9335.58,7,334.66,2342.62
2023-06-29,9670.29,6,334.71,2008.26
2023-06-30,10008.04,5,337.75,1688.75
2023-07-03,10008.04,5,339.19,1695.95
2023-07-05,10008.04,5,335.09,1675.45
2023-07-06,10008.04,5,337.3,1686.5
2023-07-07,10008.04,5,339.32,1696.6
2023-07-10,9004.24,8,334.6,2676.8
2023-07-11,8011.06,11,331.06,3641.66
2023-07-12,7337.86,13,336.6,4375.8
2023-07-13,7677.42,12,339.56,4074.72
2023-07-14,8025.01,11,347.59,3823.49
2023-07-17,8370.69,10,345.68,3456.8
2023-07-18,8716.52,9,345.83,3112.47
2023-07-19,9078.27,8,361.75,2894.0
2023-07-20,9431.84,7,353.57,2474.99
2023-07-21,9780.99,6,349.15,2094.9
2023-07-24,10126.84,5,345.85,1729.25
2023-07-25,10126.84,5,347.11,1735.55
2023-07-26,9102.52,8,341.44,2731.52
2023-07-27,8081.08,11,340.48,3745.28
2023-07-28,7413.74,13,333.67,4337.71
2023-07-31,6739.9,15,336.92,5053.8
2023-08-01,6069.52,17,335.19,5698.23
2023-08-02,5402.26,19,333.63,6338.97
2023-08-03,4750.26,21,326.0,6846.0
2023-08-04,4418.38,22,331.88,7301.36
2023-08-07,4090.01,23,328.37,7552.51
2023-08-08,3763.05,24,326.96,7847.04
2023-08-09,3436.58,25,326.47,8161.75
2023-08-10,3110.56,26,326.02,8476.52
2023-08-11,2790.3,27,320.26,8647.02
2023-08-14,2468.91,28,321.39,8998.92
2023-08-15,2145.91,29,323.0,9367.0
2023-08-16,1825.11,30,320.8,9624.0
2023-08-17,1504.57,31,320.54,9936.74
2023-08-18,1504.57,31,314.49,9749.19
2023-08-21,1504.57,31,317.93,9855.83
2023-08-22,1504.57,31,325.5,10090.5
2023-08-23,1504.57,31,323.82,10038.42
2023-08-24,2503.12,28,332.85,9319.8
2023-08-25,2181.65,29,321.47,9322.63
2023-08-28,3158.63,26,325.66,8467.16
2023-08-29,2836.75,27,321.88,8690.76
2023-08-30,3822.76,24,328.67,7888.08
2023-08-31,4481.16,22,329.2,7242.4
2023-09-01,5143.78,20,331.31,6626.2
2023-09-05,5801.78,18,329.0,5922.0
2023-09-06,6468.54,16,333.38,5334.08
2023-09-07,7131.12,14,331.29,4638.06
2023-09-08,7461.21,13,330.09,4291.17
2023-09-11,7798.45,12,337.24,4046.88
2023-09-12,8134.27,11,335.82,3694.02
2023-09-13,8465.58,10,331.31,3313.1
2023-09-14,8804.73,9,339.15,3052.35
2023-09-15,9141.65,8,336.92,2695.36
2023-09-18,8158.25,11,327.8,3605.8
2023-09-19,7179.74,14,326.17,4566.38
2023-09-20,6520.72,16,329.51,5272.16
2023-09-21,5882.2,18,319.26,5746.68
2023-09-22,5239.56,20,321.32,6426.4
2023-09-25,4606.38,22,316.59,6964.98
2023-09-26,4291.25,23,315.13,7247.99
2023-09-27,3978.95,24,312.3,7495.2
2023-09-28,3667.96,25,310.99,7774.75
2023-09-29,3350.21,26,317.75,8261.5
2023-10-02,3033.93,27,316.28,8539.56
2023-10-03,2713.1,28,320.83,8983.24
2023-10-04,2399.07,29,314.03,9106.87
2023-10-05,2079.98,30,319.09,9572.7
2023-10-06,1763.43,31,316.55,9813.05
2023-10-09,2737.68,28,324.75,9093.0
2023-10-10,3730.56,25,330.96,8274.0
2023-10-11,4392.98,23,331.21,7617.83
2023-10-12,5054.12,21,330.57,6941.97
2023-10-13,5718.88,19,332.38,6315.22
2023-10-16,6380.98,17,331.05,5627.85
2023-10-17,7040.16,15,329.59,4943.85
2023-10-18,7372.65,14,332.49,4654.86
2023-10-19,7704.8,13,332.15,4317.95
2023-10-20,8036.52,12,331.72,3980.64
2023-10-23,8361.99,11,325.47,3580.17
2023-10-24,8693.29,10,331.3,3313.0
2023-10-25,9038.31,9,345.02,3105.18
2023-10-26,9378.85,8,340.54,2724.32
2023-10-27,9709.28,7,330.43,2313.01
2023-10-30,10042.69,6,333.41,2000.46
2023-10-31,10381.54,5,338.85,1694.25
2023-11-01,10381.54,5,339.79,1698.95
2023-11-02,10381.54,5,347.24,1736.2
2023-11-03,10381.54,5,349.63,1748.15
2023-11-06,10381.54,5,353.45,1767.25
2023-11-07,10381.54,5,359.4,1797.0
2023-11-08,10381.54,5,361.68,1808.4
2023-11-09,10381.54,5,362.3,1811.5
2023-11-10,10381.54,5,361.49,1807.45
2023-11-13,10381.54,5,368.22,1841.1
2023-11-14,10381.54,5,371.01,1855.05
2023-11-15,10381.54,5,371.28,1856.4
2023-11-16,10381.54,5,370.96,1854.8
2023-11-17,10381.54,5,370.96,1854.8
