Date,Balance,Shares,Share Price,Value of Shares
2023-03-27,8000.62,32,104.62,3347.84
2023-03-28,8307.94,29,102.44,2970.76
2023-03-29,8614.78,26,102.28,2659.28
2023-03-30,8917.51,23,100.91,2320.93
2023-03-31,9120.11,21,101.3,2127.3
2023-04-03,9324.89,19,102.39,1945.41
2023-04-04,9533.55,17,104.33,1773.61
2023-04-05,9745.11,15,105.78,1586.7
2023-04-06,9850.37,14,105.26,1473.64
2023-04-10,9957.35,13,106.98,1390.74
2023-04-11,10063.9,12,106.55,1278.6
2023-04-12,10170.48,11,106.58,1172.38
2023-04-13,10276.32,10,105.84,1058.4
2023-04-14,10383.21,9,106.89,962.01
2023-04-17,10487.87,8,104.66,837.28
2023-04-18,10594.36,7,106.49,745.43
2023-04-19,9558.56,17,103.58,1760.86
2023-04-20,8623.37,26,103.91,2701.66
2023-04-21,8939.78,23,105.47,2425.81
2023-04-24,9150.76,21,105.49,2215.29
2023-04-25,9362.42,19,105.83,2010.77
2023-04-26,9572.26,17,104.92,1783.64
2023-04-27,8632.21,26,104.45,2715.7
2023-04-28,8953.33,23,107.04,2461.92
2023-05-01,9167.01,21,106.84,2243.64
2023-05-02,9381.29,19,107.14,2035.66
2023-05-03,8431.52,28,105.53,2954.84
2023-05-04,7587.6,36,105.49,3797.64
2023-05-05,6853.86,43,104.82,4507.26
2023-05-08,6117.6,50,105.18,5259.0
2023-05-09,6659.55,45,108.39,4877.55
2023-05-10,7091.43,41,107.97,4426.77
2023-05-11,7553.03,37,115.4,4269.8
2023-05-12,8019.75,33,116.68,3850.44
2023-05-15,8368.08,30,116.11,3483.3
2023-05-16,8717.55,27,116.49,3145.23
2023-05-17,9076.38,24,119.61,2870.64
2023-05-18,9318.28,22,120.95,2660.9
2023-05-19,9565.38,20,123.55,2471.0
2023-05-22,9811.26,18,122.94,2212.92
2023-05-23,10059.58,16,124.16,1986.56
2023-05-24,10301.82,14,121.12,1695.68
2023-05-25,10426.34,13,124.52,1618.76
2023-05-26,10549.51,12,123.17,1478.04
2023-05-30,10675.15,11,125.64,1382.04
2023-05-31,10797.9,10,122.75,1227.5
2023-06-01,10920.72,9,122.82,1105.38
2023-06-02,11044.71,8,123.99,991.92
2023-06-05,11168.72,7,124.01,868.07
2023-06-06,11294.73,6,126.01,756.06
2023-06-07,11421.7,5,126.97,634.85
2023-06-08,11421.7,5,122.23,611.15
2023-06-09,10321.45,14,122.25,1711.5
2023-06-12,10444.24,13,122.79,1596.27
2023-06-13,10569.22,12,124.98,1499.76
2023-06-14,9461.32,21,123.1,2585.1
2023-06-15,8476.2,29,123.14,3571.06
2023-06-16,8853.99,26,125.93,3274.18
2023-06-20,7993.48,33,122.93,4056.69
2023-06-21,7136.68,40,122.4,4896.0
2023-06-22,6416.68,46,120.0,5520.0
2023-06-23,5809.78,51,121.38,6190.38
2023-06-26,5205.98,56,120.76,6762.56
2023-06-27,4737.66,60,117.08,7024.8
2023-06-28,4269.3,64,117.09,7493.76
2023-06-29,3792.34,68,119.24,8108.32
2023-06-30,3431.83,71,120.17,8532.07
2023-07-03,3074.11,74,119.24,8823.76
2023-07-05,2716.39,77,119.24,9181.48
2023-07-06,2476.79,79,119.8,9464.2
2023-07-07,2236.59,81,120.1,9728.1
2023-07-10,1999.99,83,118.3,9818.9
2023-07-11,1767.41,85,116.29,9884.65
2023-07-12,1648.61,86,118.8,10216.8
2023-07-13,2736.98,77,120.93,9311.61
2023-07-14,3735.38,69,124.8,8611.2
2023-07-17,4616.96,62,125.94,7808.28
2023-07-18,5364.56,56,124.6,6977.6
2023-07-19,6112.16,50,124.6,6230.0
2023-07-20,6719.26,45,121.42,5463.9
2023-07-21,5995.54,51,120.62,6151.62
2023-07-24,6603.84,46,121.66,5596.36
2023-07-25,7210.64,41,121.36,4975.76
2023-07-26,7730.92,37,130.07,4812.59
2023-07-27,8257.6,33,131.67,4345.11
2023-07-28,8649.94,30,130.78,3923.4
2023-07-31,9048.13,27,132.73,3583.71
2023-08-01,9440.47,24,130.78,3138.72
2023-08-02,9699.37,22,129.45,2847.9
2023-08-03,9955.31,20,127.97,2559.4
2023-08-04,10213.87,18,129.28,2327.04
2023-08-07,10472.19,16,129.16,2066.56
2023-08-08,10733.43,14,130.62,1828.68
2023-08-09,10865.09,13,131.66,1711.58
2023-08-10,10996.41,12,131.32,1575.84
2023-08-11,11125.07,11,128.66,1415.26
2023-08-14,11254.46,10,129.39,1293.9
2023-08-15,11385.56,9,131.1,1179.9
2023-08-16,11514.26,8,128.7,1029.6
2023-08-17,11644.06,7,129.8,908.6
2023-08-18,10487.47,16,128.51,2056.16
2023-08-21,9470.03,24,127.18,3052.32
2023-08-22,8570.46,31,128.51,3983.81
2023-08-23,8961.0,28,130.18,3645.04
2023-08-24,9362.85,25,133.95,3348.75
2023-08-25,8456.07,32,129.54,4145.28
2023-08-28,8850.0,29,131.31,3807.99
2023-08-29,9246.72,26,132.24,3438.24
2023-08-30,9651.06,23,134.78,3099.94
2023-08-31,9923.08,21,136.01,2856.21
2023-09-01,10198.0,19,137.46,2611.74
2023-09-05,10468.88,17,135.44,2302.48
2023-09-06,10740.92,15,136.02,2040.3
2023-09-07,10874.51,14,133.59,1870.26
2023-09-08,11009.42,13,134.91,1753.83
2023-09-11,11145.96,12,136.54,1638.48
2023-09-12,11282.22,11,136.26,1498.86
2023-09-13,11417.31,10,135.09,1350.9
2023-09-14,11554.91,9,137.6,1238.4
2023-09-15,11692.89,8,137.98,1103.84
2023-09-18,11829.5,7,136.61,956.27
2023-09-19,11966.92,6,137.42,824.52
2023-09-20,12105.0,5,138.08,690.4
2023-09-21,10922.04,14,131.44,1840.16
2023-09-22,9875.96,22,130.76,2876.72
2023-09-25,8837.32,30,129.83,3894.9
2023-09-26,7928.93,37,129.77,4801.49
2023-09-27,7157.51,43,128.57,5528.51
2023-09-28,6378.47,49,129.84,6362.16
2023-09-29,5712.07,54,133.28,7197.12
2023-10-02,5187.23,58,131.21,7610.18
2023-10-03,4651.47,62,133.94,8304.28
2023-10-04,4120.31,66,132.79,8764.14
2023-10-05,5065.8,59,135.07,7969.13
2023-10-06,4529.76,63,134.01,8442.63
2023-10-09,5351.4,57,136.94,7805.58
2023-10-10,6182.4,51,138.5,7063.5
2023-10-11,6875.3,46,138.58,6374.68
2023-10-12,7580.55,41,141.05,5783.05
2023-10-13,8138.07,37,139.38,5157.06
2023-10-16,8690.75,33,138.17,4559.61
2023-10-17,9106.64,30,138.63,4158.9
2023-10-18,9524.99,27,139.45,3765.15
2023-10-19,9940.49,24,138.5,3324.0
2023-10-20,10215.15,22,137.33,3021.26
2023-10-23,9134.83,30,135.04,4051.2
2023-10-24,9548.32,27,137.83,3721.41
2023-10-25,8651.2,34,128.16,4357.44
2023-10-26,7788.31,41,123.27,5054.07
2023-10-27,7051.03,47,122.88,5775.36
2023-10-30,6311.77,53,123.21,6530.13
2023-10-31,5686.47,58,125.06,7253.48
2023-11-01,5066.12,63,124.07,7816.41
2023-11-02,4552.44,67,128.42,8604.14
2023-11-03,4040.36,71,128.02,9089.42
2023-11-06,3653.21,74,129.05,9549.7
2023-11-07,3261.08,77,130.71,10064.67
2023-11-08,2999.14,79,130.97,10346.63
2023-11-09,4054.82,71,131.96,9369.16
2023-11-10,3664.52,74,130.1,9627.4
2023-11-13,4586.98,67,131.78,8829.26
2023-11-14,5526.31,60,134.19,8051.4
2023-11-15,6335.53,54,134.87,7282.98
2023-11-16,7011.48,49,135.19,6624.31
2023-11-17,7687.43,44,135.19,5948.36
