Date,Balance,Shares,Share Price,Value of Shares
2023-03-10,4011.02,67,92.67,6208.89
2023-03-13,3651.14,71,89.97,6387.87
2023-03-14,4307.95,64,93.83,6005.12
2023-03-15,4867.27,58,93.22,5406.76
2023-03-16,5441.77,52,95.75,4979.0
2023-03-17,5940.72,47,99.79,4690.13
2023-03-20,6432.77,42,98.41,4133.22
2023-03-21,6825.33,38,98.14,3729.32
2023-03-22,7227.13,34,100.45,3415.3
2023-03-23,7528.42,31,100.43,3113.33
2023-03-24,6743.86,39,98.07,3824.73
2023-03-27,7140.14,35,99.07,3467.45
2023-03-28,6453.37,42,98.11,4120.62
2023-03-29,6848.13,38,98.69,3750.22
2023-03-30,7254.33,34,101.55,3452.7
2023-03-31,7560.81,31,102.16,3166.96
2023-04-03,7867.71,28,102.3,2864.4
2023-04-04,8175.96,25,102.75,2568.75
2023-04-05,8383.78,23,103.91,2389.93
2023-04-06,7577.78,31,100.75,3123.25
2023-04-10,6770.1,39,100.96,3937.44
2023-04-11,6064.5,46,100.8,4636.8
2023-04-12,5462.1,52,100.4,5220.8
2023-04-13,4868.4,58,98.95,5739.1
2023-04-14,5480.82,52,102.07,5307.64
2023-04-17,5996.62,47,103.16,4848.52
2023-04-18,6516.37,42,103.95,4365.9
2023-04-19,6922.69,38,101.58,3860.04
2023-04-20,7336.81,34,103.53,3520.02
2023-04-21,7655.11,31,106.1,3289.1
2023-04-24,7978.09,28,107.66,3014.48
2023-04-25,8292.82,25,104.91,2622.75
2023-04-26,8502.9,23,105.04,2415.92
2023-04-27,8719.22,21,108.16,2271.36
2023-04-28,8934.68,19,107.73,2046.87
2023-05-01,7990.13,28,104.95,2938.6
2023-05-02,7178.37,36,101.47,3652.92
2023-05-03,6452.19,43,103.74,4460.82
2023-05-04,5827.95,49,104.04,5097.96
2023-05-05,6349.3,44,104.27,4587.88
2023-05-08,6769.46,40,105.04,4201.6
2023-05-09,7191.38,36,105.48,3797.28
2023-05-10,7623.78,32,108.1,3459.2
2023-05-11,7956.87,29,111.03,3219.87
2023-05-12,8293.35,26,112.16,2916.16
2023-05-15,8626.8,23,111.15,2556.45
2023-05-16,8848.9,21,111.05,2332.05
2023-05-17,9078.68,19,114.89,2182.91
2023-05-18,9312.06,17,116.69,1983.73
2023-05-19,9548.38,15,118.16,1772.4
2023-05-22,9665.15,14,116.77,1634.78
2023-05-23,8750.99,22,114.27,2513.94
2023-05-24,7828.19,30,115.35,3460.5
2023-05-25,8178.08,27,116.63,3149.01
2023-05-26,8526.2,24,116.04,2784.96
2023-05-30,8770.94,22,122.37,2692.14
2023-05-31,9013.84,20,121.45,2429.0
2023-06-01,9255.22,18,120.69,2172.42
2023-06-02,9505.06,16,124.92,1998.72
2023-06-05,9751.78,14,123.36,1727.04
2023-06-06,9876.85,13,125.07,1625.91
2023-06-07,10003.86,12,127.01,1524.12
2023-06-08,9019.78,20,123.01,2460.2
2023-06-09,8151.22,27,124.08,3350.16
2023-06-12,7283.08,34,124.02,4216.68
2023-06-13,7667.44,31,128.12,3971.72
2023-06-14,8047.54,28,126.7,3547.6
2023-06-15,7296.28,34,125.21,4257.14
2023-06-16,7679.41,31,127.71,3959.01
2023-06-20,6929.59,37,124.97,4623.89
2023-06-21,6175.75,43,125.64,5402.52
2023-06-22,5549.2,48,125.31,6014.88
2023-06-23,6194.75,43,129.11,5551.73
2023-06-26,6712.07,39,129.33,5043.87
2023-06-27,7226.59,35,128.63,4502.05
2023-06-28,7613.41,32,128.94,4126.08
2023-06-29,6840.79,38,128.77,4893.26
2023-06-30,7358.67,34,129.47,4401.98
2023-07-03,7751.13,31,130.82,4055.42
2023-07-05,8141.85,28,130.24,3646.72
2023-07-06,7372.35,34,128.25,4360.5
2023-07-07,6600.81,40,128.59,5143.6
2023-07-10,5955.46,45,129.07,5808.15
2023-07-11,5316.71,50,127.75,6387.5
2023-07-12,5968.26,45,130.31,5863.95
2023-07-13,6504.42,41,134.04,5495.64
2023-07-14,7040.66,37,134.06,4960.22
2023-07-17,7578.9,33,134.56,4440.48
2023-07-18,7977.03,30,132.71,3981.3
2023-07-19,8377.2,27,133.39,3601.53
2023-07-20,7572.78,33,134.07,4424.31
2023-07-21,6784.74,39,131.34,5122.26
2023-07-24,6133.19,44,130.31,5733.64
2023-07-25,5486.64,49,129.31,6336.19
2023-07-26,4980.6,53,126.51,6705.03
2023-07-27,5635.6,48,131.0,6288.0
2023-07-28,6284.05,43,129.69,5576.67
2023-07-31,6816.85,39,133.2,5194.8
2023-08-01,7351.05,35,133.55,4674.25
2023-08-02,6570.15,41,130.15,5336.15
2023-08-03,5932.75,46,127.48,5864.08
2023-08-04,6638.05,41,141.06,5783.46
2023-08-07,7202.01,37,140.99,5216.63
2023-08-08,7764.49,33,140.62,4640.46
2023-08-09,8184.4,30,139.97,4199.1
2023-08-10,8601.61,27,139.07,3754.89
2023-08-11,7777.21,33,137.4,4534.2
2023-08-14,6947.41,39,138.3,5393.7
2023-08-15,7507.61,35,140.05,4901.75
2023-08-16,6821.66,40,137.19,5487.6
2023-08-17,6144.36,45,135.46,6095.7
2023-08-18,5486.26,50,131.62,6581.0
2023-08-21,4951.3,54,133.74,7221.96
2023-08-22,5626.7,49,135.08,6618.92
2023-08-23,6299.2,44,134.5,5918.0
2023-08-24,6844.8,40,136.4,5456.0
2023-08-25,6182.45,45,132.47,5961.15
2023-08-28,5513.55,50,133.78,6689.0
2023-08-29,4980.03,54,133.38,7202.52
2023-08-30,5654.68,49,134.93,6611.57
2023-08-31,6329.98,44,135.06,5942.64
2023-09-01,6887.82,40,139.46,5578.4
2023-09-05,7438.74,36,137.73,4958.28
2023-09-06,6757.14,41,136.32,5589.12
2023-09-07,6087.64,46,133.9,6159.4
2023-09-08,5540.2,50,136.86,6843.0
2023-09-11,6233.95,45,138.75,6243.75
2023-09-12,6803.23,41,142.32,5835.12
2023-09-13,7367.03,37,140.95,5215.15
2023-09-14,7947.35,33,145.08,4787.64
2023-09-15,8375.42,30,142.69,4280.7
2023-09-18,7532.54,36,140.48,5057.28
2023-09-19,6839.04,41,138.7,5686.7
2023-09-20,6146.29,46,138.55,6373.3
2023-09-21,5486.59,51,131.94,6728.94
2023-09-22,4962.15,55,131.11,7211.05
2023-09-25,4444.71,59,129.36,7632.24
2023-09-26,4054.35,62,130.12,8067.44
2023-09-27,3677.07,65,125.76,8174.4
2023-09-28,3304.95,68,124.04,8434.72
2023-09-29,4202.35,61,128.2,7820.2
2023-10-02,4966.03,55,127.28,7000.4
2023-10-03,5606.33,50,128.06,6403.0
2023-10-04,5102.09,54,126.06,6807.24
2023-10-05,4595.25,58,126.71,7349.18
2023-10-06,4098.61,62,124.16,7697.92
2023-10-09,3719.95,65,126.22,8204.3
2023-10-10,4492.87,59,128.82,7600.38
2023-10-11,5271.31,53,129.74,6876.22
2023-10-12,5932.16,48,132.17,6344.16
2023-10-13,6597.06,43,132.98,5718.14
2023-10-16,7119.82,39,130.69,5096.91
2023-10-17,6467.87,44,130.39,5737.16
2023-10-18,5818.37,49,129.9,6365.1
2023-10-19,5296.09,53,130.57,6920.21
2023-10-20,4783.89,57,128.05,7298.85
2023-10-23,4285.37,61,124.63,7602.43
2023-10-24,3902.15,64,127.74,8175.36
2023-10-25,3524.03,67,126.04,8444.68
2023-10-26,3162.14,70,120.63,8444.1
2023-10-27,4045.54,63,126.2,7950.6
2023-10-30,4823.86,57,129.72,7394.04
2023-10-31,5620.36,51,132.75,6770.25
2023-11-01,6290.16,46,133.96,6162.16
2023-11-02,6983.81,41,138.73,5687.93
2023-11-03,7539.77,37,138.99,5142.63
2023-11-06,8094.81,33,138.76,4579.08
2023-11-07,8516.46,30,140.55,4216.5
2023-11-08,8945.37,27,142.97,3860.19
2023-11-09,9371.43,24,142.02,3408.48
2023-11-10,8388.21,31,140.46,4354.26
2023-11-13,8814.45,28,142.08,3978.24
2023-11-14,9249.45,25,145.0,3625.0
2023-11-15,9543.57,23,147.06,3382.38
2023-11-16,8557.2,30,140.91,4227.3
2023-11-17,7711.74,36,140.91,5072.76
